student_id,archetype,t,true_state,state_name,concept_coverage,semantic_correctness,misconception_score,explanation_depth,response_effort,attention,confidence,difficulty
68,hardworking_struggler,7,3,Understanding,0.6946,0.7557,0.1084,0.6728,0.5731,0.9186,0.5018,0.3938
69,inconsistent,0,1,Unclear,0.1949,0.5159,0.0688,0.1797,0.6778,0.5768,0.2062,0.6946
69,inconsistent,1,2,Struggling but Trying,0.5346,0.684,0.3389,0.4852,0.8445,0.7092,0.2657,0.5212
69,inconsistent,2,3,Understanding,0.6104,0.5822,0.1513,0.5061,0.3228,0.6143,0.5887,0.3713
69,inconsistent,3,4,Confident,0.8186,0.9381,0.0481,0.7949,0.6498,0.7924,0.7505,0.2721
69,inconsistent,4,3,Understanding,0.6055,0.7992,0.1627,0.5962,0.7175,0.7391,0.5372,0.4592
69,inconsistent,5,1,Unclear,0.1555,0.1877,0.3141,0.368,0.2666,0.8277,0.4651,0.8696
69,inconsistent,6,3,Understanding,0.8853,0.6213,0.0,0.5965,0.767,0.7697,0.6858,0.6217
69,inconsistent,7,2,Struggling but Trying,0.5299,0.406,0.1905,0.7437,0.7621,0.719,0.3192,0.6656
69,inconsistent,8,2,Struggling but Trying,0.3217,0.35,0.2805,0.4788,0.8829,0.8381,0.4345,0.6534
70,strong,0,3,Understanding,0.6906,0.8079,0.1208,0.7451,0.6412,0.5144,0.6849,0.5443
70,strong,1,4,Confident,0.9222,0.8151,0.0,0.8662,0.8012,0.7271,0.9942,0.1352
70,strong,2,4,Confident,1.0,0.9369,0.0142,0.8345,0.7686,0.4431,0.7322,0.2434
70,strong,3,4,Confident,0.9047,0.9629,0.0178,0.6731,0.789,0.7575,0.8297,0.2121
70,strong,4,4,Confident,0.6559,0.8112,0.0496,0.7063,0.858,0.9057,0.8438,0.2148
70,strong,5,4,Confident,0.8695,0.8422,0.0312,0.8303,0.8404,0.6401,0.7134,0.0227
70,strong,6,4,Confident,0.905,0.9005,0.0,1.0,0.6769,0.8219,0.9611,0.1217
71,hardworking_struggler,0,1,Unclear,0.4106,0.4706,0.3868,0.1813,0.4772,0.3052,0.5581,0.726
71,hardworking_struggler,1,4,Confident,1.0,0.8159,0.1154,0.7716,0.8358,0.6895,0.6802,0.2407
71,hardworking_struggler,2,4,Confident,0.8452,0.9727,0.0,0.8376,0.7582,0.5976,0.6785,0.2515
71,hardworking_struggler,3,2,Struggling but Trying,0.5079,0.3274,0.0,0.638,0.7385,0.9484,0.2855,0.7955
71,hardworking_struggler,4,3,Understanding,0.7451,0.6553,0.0774,0.653,0.7651,0.7481,0.7766,0.3899
71,hardworking_struggler,5,2,Struggling but Trying,0.6477,0.4395,0.2432,0.5421,0.7581,0.7497,0.3977,0.7448
71,hardworking_struggler,6,2,Struggling but Trying,0.2143,0.6881,0.2853,0.6197,0.5846,0.7388,0.3126,0.9411
71,hardworking_struggler,7,2,Struggling but Trying,0.5258,0.435,0.2547,0.5205,0.9041,0.5543,0.229,0.4969
71,hardworking_struggler,8,4,Confident,0.7988,0.6886,0.0,0.5582,0.6278,0.9561,0.9025,0.2744
71,hardworking_struggler,9,3,Understanding,0.5464,0.5861,0.1157,0.7542,0.8083,0.832,0.5541,0.4532
72,hardworking_struggler,0,2,Struggling but Trying,0.2738,0.4765,0.4212,0.3741,0.6728,0.7312,0.371,0.5425
72,hardworking_struggler,1,2,Struggling but Trying,0.5166,0.5508,0.213,0.5604,0.6421,0.7568,0.68,0.7624
72,hardworking_struggler,2,3,Understanding,0.718,0.5648,0.0001,0.5251,0.6467,0.8718,0.7252,0.518
72,hardworking_struggler,3,2,Struggling but Trying,0.3959,0.5272,0.2372,0.5166,0.803,0.7547,0.4294,0.9571
72,hardworking_struggler,4,2,Struggling but Trying,0.5679,0.5559,0.1533,0.4177,0.65,0.6889,0.3883,0.8299
72,hardworking_struggler,5,2,Struggling but Trying,0.4808,0.4554,0.0918,0.5585,0.7531,0.8238,0.6738,0.9113
72,hardworking_struggler,6,2,Struggling but Trying,0.3538,0.4487,0.2905,0.457,0.8101,0.8464,0.2585,0.9056
73,fast_learner,0,3,Understanding,0.7973,0.6663,0.2028,0.6725,0.5422,0.566,0.7959,0.6055
73,fast_learner,1,3,Understanding,0.8496,0.8057,0.1884,0.5406,0.9078,0.8197,0.5998,0.3631
73,fast_learner,2,3,Understanding,0.5329,0.77,0.0246,0.6945,0.6374,0.7156,0.5516,0.429
73,fast_learner,3,4,Confident,1.0,0.8854,0.0475,0.9013,0.8856,0.6921,0.8399,0.0131
73,fast_learner,4,4,Confident,1.0,0.858,0.0,0.8731,0.6415,0.7138,0.9315,0.2831
73,fast_learner,5,4,Confident,0.815,0.8626,0.0091,0.6669,0.7101,0.8441,0.8268,0.0662
73,fast_learner,6,4,Confident,0.6061,0.8054,0.0,0.8178,0.8174,0.9465,0.7574,0.3263
73,fast_learner,7,2,Struggling but Trying,0.2788,0.6901,0.1561,0.6003,0.7968,0.8358,0.3357,0.8575
74,inconsistent,0,3,Understanding,0.6323,0.7429,0.2277,0.6088,0.7937,0.7565,0.5339,0.4165
74,inconsistent,1,2,Struggling but Trying,0.3803,0.5428,0.3235,0.3591,0.5518,0.8552,0.294,0.7893
74,inconsistent,2,1,Unclear,0.1229,0.2088,0.5174,0.3422,0.2997,0.3786,0.2836,0.5452
74,inconsistent,3,2,Struggling but Trying,0.3723,0.6094,0.2599,0.4248,0.6988,0.4589,0.3843,0.7279
74,inconsistent,4,3,Understanding,0.5114,0.8162,0.2021,0.8002,0.6937,0.8818,0.4587,0.5427
74,inconsistent,5,2,Struggling but Trying,0.2849,0.3876,0.3006,0.4511,0.7951,0.5649,0.1235,0.9284
74,inconsistent,6,1,Unclear,0.1491,0.2451,0.3497,0.4223,0.4003,0.5193,0.4924,0.605
74,inconsistent,7,0,Not Trying,0.0482,0.1227,0.061,0.0587,0.0641,0.0637,0.4042,0.3731
74,inconsistent,8,0,Not Trying,0.0205,0.1858,0.0,0.1569,0.0,0.3586,0.2378,0.4937
74,inconsistent,9,3,Understanding,0.6723,0.8239,0.1239,0.6999,0.7084,0.8602,0.5609,0.3221
75,fast_learner,0,3,Understanding,0.8305,0.6024,0.0466,0.4777,0.9436,0.7896,0.7124,0.2758
75,fast_learner,1,3,Understanding,0.7509,0.6747,0.2276,0.9274,0.5864,0.6171,0.5359,0.6588
75,fast_learner,2,3,Understanding,0.6864,0.7037,0.0383,0.7568,0.6544,0.7162,0.7291,0.4256
75,fast_learner,3,4,Confident,0.8811,0.9295,0.2146,0.8703,0.8464,0.774,0.758,0.335
75,fast_learner,4,4,Confident,0.7377,0.8172,0.0417,0.7387,0.9278,0.8624,1.0,0.2842
75,fast_learner,5,4,Confident,0.7863,0.8512,0.0513,0.6359,0.6853,0.758,0.9038,0.31
75,fast_learner,6,4,Confident,0.9269,0.8318,0.0,0.7418,0.8795,0.5814,0.8646,0.4561
75,fast_learner,7,4,Confident,0.8802,0.7196,0.2127,0.79,0.7556,0.9761,0.936,0.1362
75,fast_learner,8,4,Confident,0.9295,0.7876,0.0,0.7936,0.5724,1.0,0.873,0.1323
75,fast_learner,9,4,Confident,0.6911,0.7401,0.1516,1.0,0.8372,0.788,0.7938,0.1257
76,hardworking_struggler,0,1,Unclear,0.3894,0.1759,0.2834,0.2197,0.3404,0.4922,0.7395,0.56
76,hardworking_struggler,1,1,Unclear,0.3117,0.3498,0.361,0.1746,0.3628,0.5665,0.3926,0.7741
76,hardworking_struggler,2,1,Unclear,0.3437,0.3571,0.2328,0.228,0.3236,0.5328,0.2878,0.5784
76,hardworking_struggler,3,2,Struggling but Trying,0.2849,0.4765,0.153,0.4299,0.7027,0.6263,0.4494,0.8462
76,hardworking_struggler,4,2,Struggling but Trying,0.4063,0.5537,0.2286,0.4561,0.8936,0.9149,0.4782,0.8703
77,inconsistent,0,1,Unclear,0.2887,0.3549,0.3225,0.3441,0.3126,0.6128,0.1438,0.6296
77,inconsistent,1,2,Struggling but Trying,0.3874,0.4761,0.2117,0.5903,0.6616,0.7759,0.5104,0.6592
77,inconsistent,2,3,Understanding,0.7822,0.8055,0.1341,1.0,0.8265,0.7922,0.5361,0.4374
77,inconsistent,3,3,Understanding,0.871,0.8478,0.1985,0.4993,0.7585,0.5886,0.4566,0.4811
77,inconsistent,4,1,Unclear,0.3403,0.3997,0.4032,0.1818,0.3374,0.3041,0.0896,0.7963
78,hardworking_struggler,0,1,Unclear,0.1881,0.409,0.2839,0.0785,0.3648,0.4388,0.2928,0.9568
78,hardworking_struggler,1,1,Unclear,0.2883,0.2505,0.4408,0.3358,0.3955,0.3772,0.2505,0.8205
78,hardworking_struggler,2,2,Struggling but Trying,0.498,0.4103,0.3339,0.8413,0.7623,0.99,0.3038,0.7445
78,hardworking_struggler,3,3,Understanding,0.7397,0.6234,0.039,0.7686,0.843,0.9466,0.8845,0.4675
78,hardworking_struggler,4,3,Understanding,0.8351,0.7713,0.0218,0.526,0.759,0.727,0.6466,0.5894
78,hardworking_struggler,5,3,Understanding,0.833,0.5068,0.1453,0.7334,0.5168,0.6649,0.5407,0.4528
78,hardworking_struggler,6,3,Understanding,0.9023,0.6186,0.1727,0.7171,0.7465,0.8019,0.6895,0.6694
78,hardworking_struggler,7,3,Understanding,0.594,0.7796,0.2092,0.6878,0.8358,0.7744,0.6761,0.4658
79,inconsistent,0,3,Understanding,0.8434,0.7504,0.117,0.5822,0.7355,0.8789,0.5425,0.4494
79,inconsistent,1,2,Struggling but Trying,0.2564,0.4942,0.2571,0.5339,0.6898,0.8179,0.6501,0.7079
79,inconsistent,2,3,Understanding,0.8995,0.645,0.3015,0.6506,0.9138,0.8475,0.6899,0.4415
79,inconsistent,3,1,Unclear,0.2576,0.4397,0.3487,0.262,0.3199,0.629,0.5093,0.6133
79,inconsistent,4,2,Struggling but Trying,0.4879,0.6528,0.4146,0.3998,0.7183,0.679,0.3652,0.9586
79,inconsistent,5,2,Struggling but Trying,0.2881,0.4171,0.3287,0.6245,0.8025,0.9528,0.1708,0.9045
79,inconsistent,6,2,Struggling but Trying,0.5231,0.3677,0.3005,0.5784,0.8887,0.5939,0.404,0.6089
79,inconsistent,7,2,Struggling but Trying,0.5277,0.6287,0.2465,0.6613,0.9133,0.5864,0.4796,0.8746
80,fast_learner,0,1,Unclear,0.13,0.3322,0.346,0.3859,0.2748,0.411,0.3629,0.8308
80,fast_learner,1,2,Struggling but Trying,0.2993,0.5315,0.1913,0.6723,0.6374,0.7123,0.3234,0.7401
80,fast_learner,2,2,Struggling but Trying,0.4984,0.4994,0.167,0.6373,0.7436,0.951,0.308,0.5417
80,fast_learner,3,3,Understanding,0.8296,0.7161,0.1,0.5456,0.9109,0.6162,0.5557,0.5241
80,fast_learner,4,3,Understanding,0.8275,0.7624,0.2099,0.717,0.6807,0.6118,0.6318,0.3232
81,disengaged,0,0,Not Trying,0.1425,0.1203,0.0522,0.1068,0.0136,0.235,0.162,0.3854
81,disengaged,1,1,Unclear,0.3387,0.2514,0.4171,0.2361,0.352,0.6842,0.455,0.8035
81,disengaged,2,1,Unclear,0.1796,0.2514,0.2778,0.2695,0.0675,0.473,0.2792,0.8019
81,disengaged,3,2,Struggling but Trying,0.3899,0.559,0.3723,0.4578,0.6908,0.5107,0.2582,0.6535
81,disengaged,4,1,Unclear,0.1555,0.2987,0.2275,0.3205,0.4011,0.5523,0.3516,0.4997
81,disengaged,5,0,Not Trying,0.0093,0.1097,0.1075,0.2211,0.1575,0.0716,0.3882,0.5832
81,disengaged,6,2,Struggling but Trying,0.5349,0.484,0.159,0.6046,0.776,0.7704,0.3951,0.6565
81,disengaged,7,2,Struggling but Trying,0.4457,0.5166,0.3357,0.4114,0.6427,0.5127,0.4734,0.5924
82,strong,0,3,Understanding,0.5796,0.6935,0.287,0.8557,0.8185,0.7939,0.5193,0.5434
82,strong,1,1,Unclear,0.3061,0.2867,0.3327,0.3197,0.3796,0.5642,0.2747,0.5254
82,strong,2,3,Understanding,0.7412,0.9489,0.1647,0.4911,0.6072,0.8162,0.8243,0.2923
82,strong,3,4,Confident,0.8996,0.9365,0.0156,0.6123,0.8245,0.9462,0.8393,0.3027
82,strong,4,4,Confident,0.7954,0.9526,0.0887,0.8588,0.9303,0.6629,0.7782,0.2705
82,strong,5,3,Understanding,0.7783,0.6813,0.0207,0.6579,0.7204,0.8715,0.7011,0.5099
82,strong,6,3,Understanding,0.6812,0.6284,0.1489,0.61,0.9028,0.9245,0.7323,0.4992
83,inconsistent,0,3,Understanding,0.7229,0.747,0.2121,0.5669,0.618,0.9386,0.7502,0.3992
83,inconsistent,1,2,Struggling but Trying,0.4397,0.5032,0.3473,0.8542,0.7728,0.8861,0.1808,0.687
83,inconsistent,2,1,Unclear,0.2902,0.0,0.4174,0.5302,0.1105,0.6975,0.0,0.8219
83,inconsistent,3,3,Understanding,0.465,0.7446,0.2351,0.6937,0.7702,0.6965,0.408,0.5399
83,inconsistent,4,4,Confident,0.993,0.6512,0.0,0.6985,0.5588,0.8057,0.9011,0.0641
84,strong,0,3,Understanding,0.6827,0.505,0.0868,0.6509,0.7202,0.7993,0.6818,0.4156
84,strong,1,3,Understanding,0.8002,0.6905,0.1518,0.6277,0.6224,0.818,0.5778,0.5002
84,strong,2,4,Confident,0.8496,0.8172,0.0,0.6025,0.7959,0.8301,0.9605,0.1809
84,strong,3,4,Confident,0.842,0.7625,0.0,0.5919,0.9339,0.9782,0.9281,0.1335
84,strong,4,4,Confident,0.8448,0.8231,0.1937,0.8791,1.0,0.8323,0.7984,0.1705
84,strong,5,4,Confident,0.8521,0.9645,0.1099,0.8024,0.6306,0.8295,0.9817,0.306
84,strong,6,4,Confident,0.8003,0.9367,0.0,0.8459,1.0,0.6039,0.8186,0.249
84,strong,7,3,Understanding,0.8036,0.7472,0.1352,0.7457,0.702,1.0,0.6697,0.4754
85,inconsistent,0,3,Understanding,0.4842,0.7032,0.2571,0.6551,0.6597,0.5084,0.7088,0.536
85,inconsistent,1,2,Struggling but Trying,0.5635,0.5766,0.4132,0.62,0.8284,0.8677,0.5129,0.5136
85,inconsistent,2,2,Struggling but Trying,0.3764,0.487,0.3388,0.589,0.8841,0.9493,0.2866,0.781
85,inconsistent,3,3,Understanding,0.6812,0.7322,0.0,0.9393,0.768,0.6726,0.9006,0.4048
85,inconsistent,4,1,Unclear,0.2013,0.5152,0.3395,0.3179,0.4945,0.5761,0.3429,0.8444
85,inconsistent,5,1,Unclear,0.2817,0.3617,0.3671,0.4573,0.2781,0.4638,0.1501,0.5461
85,inconsistent,6,2,Struggling but Trying,0.4444,0.6769,0.3536,0.4406,0.6626,0.9787,0.5465,0.7537
85,inconsistent,7,1,Unclear,0.3625,0.2507,0.3892,0.5727,0.3746,0.3992,0.4033,0.6389
86,inconsistent,0,2,Struggling but Trying,0.4189,0.4623,0.2038,0.532,0.6825,0.6686,0.646,0.8106
86,inconsistent,1,2,Struggling but Trying,0.5383,0.5771,0.2587,0.5827,0.7177,0.857,0.4444,0.7003
86,inconsistent,2,2,Struggling but Trying,0.4646,0.4796,0.111,0.6109,0.8658,1.0,0.3491,0.68
86,inconsistent,3,2,Struggling but Trying,0.4709,0.5202,0.2189,0.529,0.5126,0.9204,0.2998,0.7455
86,inconsistent,4,2,Struggling but Trying,0.3918,0.472,0.2989,0.6076,0.9227,0.8953,0.5251,0.938
86,inconsistent,5,1,Unclear,0.2463,0.4509,0.4573,0.3778,0.1754,0.3906,0.3143,0.8014
87,disengaged,0,1,Unclear,0.3706,0.2463,0.3983,0.2271,0.1521,0.4626,0.5222,0.7599
87,disengaged,1,2,Struggling but Trying,0.4677,0.7448,0.3178,0.5527,0.5965,0.9444,0.3347,0.6659
87,disengaged,2,2,Struggling but Trying,0.5658,0.6132,0.2638,0.5439,0.7428,0.9017,0.602,0.7979
87,disengaged,3,0,Not Trying,0.1397,0.1265,0.1829,0.2547,0.2998,0.3543,0.3033,0.4718
87,disengaged,4,0,Not Trying,0.2174,0.1934,0.1455,0.0562,0.0207,0.1789,0.3176,0.7234
87,disengaged,5,0,Not Trying,0.0553,0.0635,0.1717,0.214,0.2549,0.2264,0.3747,0.48
87,disengaged,6,0,Not Trying,0.0814,0.1558,0.1138,0.1042,0.0247,0.1685,0.522,0.8524
87,disengaged,7,0,Not Trying,0.0,0.0543,0.0897,0.1575,0.131,0.2224,0.3688,0.41
87,disengaged,8,0,Not Trying,0.048,0.0,0.0,0.0,0.1517,0.2319,0.3794,0.2608
87,disengaged,9,0,Not Trying,0.1163,0.0,0.2225,0.0,0.1612,0.0845,0.4364,0.9171
88,strong,0,3,Understanding,0.6384,0.7427,0.0993,0.6656,0.5906,0.8515,0.4617,0.6114
88,strong,1,3,Understanding,0.5597,0.8595,0.1133,0.8789,0.8466,0.6462,0.639,0.4657
88,strong,2,4,Confident,0.9238,0.8676,0.03,0.7939,0.9066,0.8005,0.7987,0.1766
88,strong,3,4,Confident,0.7398,0.775,0.1998,0.7752,0.8345,0.4778,0.9239,0.229
88,strong,4,4,Confident,0.8981,0.8004,0.0,0.9107,0.7792,0.7592,0.7244,0.0589
88,strong,5,4,Confident,1.0,0.8703,0.0,0.827,0.7436,0.9123,0.9289,0.0
88,strong,6,4,Confident,0.7797,0.7078,0.0312,0.8493,0.5531,0.8916,0.9492,0.2561
88,strong,7,4,Confident,0.7821,0.9526,0.0,0.9277,0.7302,0.7875,0.6279,0.2309
88,strong,8,4,Confident,0.7464,0.8999,0.0589,0.7227,0.8526,0.5137,0.8951,0.4605
89,hardworking_struggler,0,1,Unclear,0.2197,0.4044,0.2693,0.3909,0.606,0.492,0.1752,0.5252
89,hardworking_struggler,1,2,Struggling but Trying,0.444,0.5877,0.2466,0.6497,0.731,0.7048,0.3479,0.5944
89,hardworking_struggler,2,4,Confident,0.8704,0.9145,0.0,0.6738,0.7219,0.9432,0.7823,0.1368
89,hardworking_struggler,3,1,Unclear,0.2999,0.5143,0.3854,0.3773,0.4363,0.3501,0.2248,0.5591
89,hardworking_struggler,4,1,Unclear,0.3295,0.379,0.3579,0.0,0.5967,0.3837,0.6167,0.5116
90,disengaged,0,1,Unclear,0.1399,0.2427,0.2127,0.3933,0.4354,0.7356,0.2609,0.7284
90,disengaged,1,0,Not Trying,0.0165,0.0981,0.1464,0.172,0.1789,0.0904,0.4298,0.4943
90,disengaged,2,1,Unclear,0.1791,0.294,0.5242,0.3369,0.371,0.4659,0.668,0.8697
90,disengaged,3,0,Not Trying,0.0226,0.1286,0.1146,0.0,0.1127,0.3888,0.1292,0.3533
90,disengaged,4,0,Not Trying,0.0063,0.3498,0.2002,0.1633,0.0283,0.1628,0.1113,0.6016
91,inconsistent,0,3,Understanding,0.6858,0.717,0.2092,0.4736,0.7883,0.7473,0.5124,0.179
91,inconsistent,1,4,Confident,1.0,1.0,0.0855,1.0,0.7448,0.9239,0.7913,0.1831
91,inconsistent,2,2,Struggling but Trying,0.2439,0.6287,0.2358,0.4538,0.6084,0.7734,0.6293,1.0
91,inconsistent,3,3,Understanding,0.6646,0.5966,0.2188,0.6844,0.6236,0.7594,0.5879,0.6599
91,inconsistent,4,2,Struggling but Trying,0.517,0.2333,0.2933,0.8,0.9091,0.5599,0.3593,0.5938
91,inconsistent,5,2,Struggling but Trying,0.4744,0.4232,0.3034,0.2371,0.6198,0.8047,0.5099,0.4976
91,inconsistent,6,1,Unclear,0.351,0.2049,0.3729,0.3079,0.5557,0.4701,0.3277,0.8111
92,disengaged,0,1,Unclear,0.2279,0.3044,0.3361,0.4018,0.4165,0.4027,0.3678,0.8938
92,disengaged,1,1,Unclear,0.2645,0.3307,0.3437,0.1043,0.5193,0.3993,0.4834,0.6192
92,disengaged,2,1,Unclear,0.2378,0.2874,0.4713,0.4193,0.375,0.5989,0.3125,0.6989
92,disengaged,3,0,Not Trying,0.1404,0.0807,0.2485,0.0121,0.0625,0.2986,0.3031,0.4613
92,disengaged,4,0,Not Trying,0.1394,0.0837,0.0874,0.0512,0.1638,0.187,0.5351,0.4796
93,fast_learner,0,3,Understanding,0.6469,0.8136,0.1167,0.5918,0.8472,0.9517,0.8132,0.3391
93,fast_learner,1,4,Confident,1.0,0.8741,0.0232,0.8862,0.8709,0.7257,0.8785,0.3705
93,fast_learner,2,4,Confident,0.8812,0.7386,0.0,0.7324,0.8073,0.7581,0.7657,0.2567
93,fast_learner,3,3,Understanding,0.7429,0.8131,0.1121,0.6257,0.7448,0.4863,0.7198,0.8532
93,fast_learner,4,3,Understanding,0.6881,0.7744,0.2845,0.767,0.4413,0.8232,0.9844,0.5309
94,fast_learner,0,2,Struggling but Trying,0.5733,0.4044,0.3074,0.4471,0.6844,0.9932,0.4134,0.6773
94,fast_learner,1,3,Understanding,0.5128,0.5749,0.1312,0.7676,0.6328,0.9542,0.5567,0.4191
94,fast_learner,2,4,Confident,0.9791,1.0,0.0,0.7585,0.9018,0.6119,0.9237,0.4088
94,fast_learner,3,2,Struggling but Trying,0.4796,0.555,0.4761,0.7838,0.7426,0.7308,0.2804,0.877
94,fast_learner,4,4,Confident,0.8547,0.8603,0.0,0.8336,1.0,0.7842,0.7934,0.382
94,fast_learner,5,3,Understanding,0.8439,0.7165,0.0952,0.436,0.5056,0.5114,0.6993,0.2729
94,fast_learner,6,4,Confident,0.883,0.8256,0.0,0.8747,0.6535,0.6719,1.0,0.2961
94,fast_learner,7,3,Understanding,0.7641,0.7009,0.1583,0.552,0.9484,0.6746,0.8523,0.4254
95,hardworking_struggler,0,1,Unclear,0.3576,0.5346,0.3241,0.3042,0.2872,0.455,0.5725,0.5694
95,hardworking_struggler,1,1,Unclear,0.4111,0.4125,0.562,0.2459,0.3652,0.4141,0.3686,0.4694
95,hardworking_struggler,2,3,Understanding,0.7323,0.6942,0.081,0.5426,0.7873,0.5978,0.7165,0.7197
95,hardworking_struggler,3,2,Struggling but Trying,0.2995,0.4463,0.3421,0.5416,0.5821,0.8501,0.3987,0.9989
95,hardworking_struggler,4,2,Struggling but Trying,0.5668,0.3733,0.1972,0.6366,0.88,0.6755,0.4031,0.5704
95,hardworking_struggler,5,3,Understanding,0.7837,0.6565,0.0951,0.5144,0.6222,0.9786,0.6595,0.3197
95,hardworking_struggler,6,4,Confident,0.7203,0.7486,0.186,0.7829,0.9769,0.7876,0.8453,0.3333
96,disengaged,0,0,Not Trying,0.1986,0.2465,0.0,0.1991,0.0285,0.0824,0.3256,0.4736
96,disengaged,1,0,Not Trying,0.0841,0.1706,0.1901,0.1811,0.154,0.3845,0.3791,0.5218
96,disengaged,2,1,Unclear,0.2409,0.3533,0.5222,0.4946,0.349,0.441,0.5402,0.8041
96,disengaged,3,0,Not Trying,0.0178,0.1832,0.0978,0.0,0.0755,0.2345,0.2512,0.6175
96,disengaged,4,0,Not Trying,0.147,0.1224,0.1756,0.0594,0.0,0.2875,0.319,0.8372
97,inconsistent,0,0,Not Trying,0.0,0.0,0.0127,0.0443,0.0,0.1292,0.2678,0.472
97,inconsistent,1,1,Unclear,0.2158,0.5224,0.4162,0.2328,0.3418,0.4963,0.2502,0.6
97,inconsistent,2,3,Understanding,0.658,0.5905,0.1157,0.6642,0.4633,0.7447,0.7628,0.5087
97,inconsistent,3,2,Struggling but Trying,0.5751,0.6449,0.58,0.641,0.7696,0.9266,0.3273,0.764
97,inconsistent,4,2,Struggling but Trying,0.4898,0.4348,0.2313,0.5996,0.7335,0.5494,0.2108,0.6009
98,strong,0,4,Confident,0.9865,0.9253,0.1572,0.873,0.7752,0.9429,0.9695,0.2989
98,strong,1,4,Confident,0.6454,0.821,0.0194,0.9383,0.9386,0.6115,1.0,0.0977
98,strong,2,4,Confident,0.8566,0.8182,0.0,0.878,0.8315,0.937,0.7937,0.2449
98,strong,3,4,Confident,1.0,0.5666,0.0,0.8007,0.6197,0.7664,0.8336,0.1645
98,strong,4,3,Understanding,0.7628,0.6764,0.0747,0.6301,0.6991,0.5238,0.71,0.3914
98,strong,5,4,Confident,0.9391,0.967,0.0,0.7554,0.6009,0.7083,1.0,0.4434
98,strong,6,4,Confident,0.8342,0.8424,0.1086,0.5888,0.5576,0.8637,0.5966,0.1919
99,hardworking_struggler,0,2,Struggling but Trying,0.5345,0.5285,0.2353,0.5545,0.796,1.0,0.5022,0.9079
99,hardworking_struggler,1,3,Understanding,0.6476,0.6765,0.1056,0.529,0.8519,0.8648,0.6103,0.5334
99,hardworking_struggler,2,3,Understanding,0.772,0.5656,0.1054,0.643,0.7748,0.6683,0.325,0.3094
99,hardworking_struggler,3,3,Understanding,0.7064,0.8684,0.1783,0.6598,0.6961,0.8935,0.5733,0.4318
99,hardworking_struggler,4,3,Understanding,0.8419,0.7392,0.0492,0.6363,0.7612,0.7174,0.5805,0.3649
100,hardworking_struggler,0,2,Struggling but Trying,0.3164,0.5078,0.2819,0.5114,0.7739,0.8972,0.4912,0.8219
100,hardworking_struggler,1,2,Struggling but Trying,0.3933,0.3956,0.2407,0.5524,0.6556,0.8125,0.2745,0.5341
100,hardworking_struggler,2,3,Understanding,0.6526,0.6163,0.0106,0.7008,0.865,0.6976,0.622,0.5893
100,hardworking_struggler,3,3,Understanding,0.8967,0.9444,0.0,0.6383,0.6137,0.7156,0.5956,0.5555
100,hardworking_struggler,4,3,Understanding,0.6089,0.6828,0.1715,0.508,0.5025,1.0,0.5665,0.4321
100,hardworking_struggler,5,3,Understanding,0.7548,0.8773,0.178,0.4678,0.5339,0.6981,0.6151,0.2261
100,hardworking_struggler,6,2,Struggling but Trying,0.3414,0.6493,0.4821,0.5202,0.8027,0.6398,0.4811,0.6852
100,hardworking_struggler,7,2,Struggling but Trying,0.4211,0.4534,0.2675,0.664,0.6558,1.0,0.2277,0.96
100,hardworking_struggler,8,2,Struggling but Trying,0.4499,0.451,0.2656,0.6462,0.93,0.9548,0.3474,0.774
101,strong,0,3,Understanding,0.725,0.5088,0.1154,0.8319,0.8346,0.6739,0.4684,0.5098
101,strong,1,3,Understanding,0.811,0.6786,0.3031,0.4428,0.8102,0.7369,0.607,0.2719
101,strong,2,3,Understanding,0.7676,0.8785,0.2208,0.5787,0.5795,0.5721,0.8415,0.3488
101,strong,3,4,Confident,0.9325,0.883,0.0193,0.8793,0.7481,0.752,0.9405,0.2313
101,strong,4,4,Confident,0.94,0.8436,0.0989,0.7455,0.6049,1.0,1.0,0.3649
101,strong,5,4,Confident,0.85,0.9882,0.0146,0.7241,0.9747,0.7938,1.0,0.0682
101,strong,6,4,Confident,1.0,0.853,0.0236,0.6599,0.8799,0.6999,0.8377,0.0895
101,strong,7,4,Confident,0.9955,0.8468,0.0,0.9843,0.7061,0.6563,0.6209,0.166
101,strong,8,4,Confident,0.8177,0.9244,0.0125,0.8427,0.6632,0.8085,1.0,0.2047
102,hardworking_struggler,0,1,Unclear,0.2023,0.4551,0.3377,0.3734,0.4305,0.4412,0.4919,0.6013
102,hardworking_struggler,1,3,Understanding,0.661,0.735,0.0738,0.656,0.571,0.7822,0.6557,0.3798
102,hardworking_struggler,2,2,Struggling but Trying,0.4634,0.4384,0.2871,0.4293,1.0,0.9377,0.4355,0.9024
102,hardworking_struggler,3,3,Understanding,0.4442,0.6601,0.0,0.6216,0.7247,0.8697,0.502,0.502
102,hardworking_struggler,4,0,Not Trying,0.0848,0.098,0.2383,0.0376,0.2729,0.0972,0.3966,0.4922
102,hardworking_struggler,5,0,Not Trying,0.1132,0.1201,0.0,0.0,0.2127,0.3599,0.5454,0.4977
102,hardworking_struggler,6,1,Unclear,0.208,0.3511,0.2493,0.4978,0.6187,0.5622,0.3486,0.5317
102,hardworking_struggler,7,2,Struggling but Trying,0.4576,0.4711,0.3481,0.4797,0.7676,0.6125,0.5413,0.7364
102,hardworking_struggler,8,2,Struggling but Trying,0.4299,0.4864,0.1788,0.6412,0.6449,0.7368,0.4001,0.7658
